index	label	network_label	label_7network	index_17network	label_17network	network_label_17network	atlas_name	network_id
512	RH_Vis_12	Vis	7Networks_RH_Vis_12	512.0	17Networks_RH_VisCent_ExStr_8	VisCent	Schaefer2018N1000n7	
513	RH_Vis_13	Vis	7Networks_RH_Vis_13	547.0	17Networks_RH_VisPeri_ExStrInf_2	VisPeri	Schaefer2018N1000n7	
514	RH_Vis_14	Vis	7Networks_RH_Vis_14	513.0	17Networks_RH_VisCent_ExStr_9	VisCent	Schaefer2018N1000n7	
515	RH_Vis_15	Vis	7Networks_RH_Vis_15	548.0	17Networks_RH_VisPeri_ExStrInf_3	VisPeri	Schaefer2018N1000n7	
516	RH_Vis_16	Vis	7Networks_RH_Vis_16	514.0	17Networks_RH_VisCent_ExStr_10	VisCent	Schaefer2018N1000n7	
517	RH_Vis_17	Vis	7Networks_RH_Vis_17	515.0	17Networks_RH_VisCent_ExStr_11	VisCent	Schaefer2018N1000n7	
518	RH_Vis_18	Vis	7Networks_RH_Vis_18	516.0	17Networks_RH_VisCent_ExStr_12	VisCent	Schaefer2018N1000n7	
519	RH_Vis_19	Vis	7Networks_RH_Vis_19	549.0	17Networks_RH_VisPeri_ExStrInf_4	VisPeri	Schaefer2018N1000n7	
520	RH_Vis_20	Vis	7Networks_RH_Vis_20	517.0	17Networks_RH_VisCent_ExStr_13	VisCent	Schaefer2018N1000n7	
521	RH_Vis_21	Vis	7Networks_RH_Vis_21	664.0	17Networks_RH_DorsAttnA_TempOcc_6	DorsAttnA	Schaefer2018N1000n7	
522	RH_Vis_22	Vis	7Networks_RH_Vis_22	550.0	17Networks_RH_VisPeri_ExStrInf_5	VisPeri	Schaefer2018N1000n7	
523	RH_Vis_23	Vis	7Networks_RH_Vis_23	551.0	17Networks_RH_VisPeri_ExStrInf_6	VisPeri	Schaefer2018N1000n7	
524	RH_Vis_24	Vis	7Networks_RH_Vis_24	552.0	17Networks_RH_VisPeri_ExStrInf_7	VisPeri	Schaefer2018N1000n7	
525	RH_Vis_25	Vis	7Networks_RH_Vis_25	518.0	17Networks_RH_VisCent_ExStr_14	VisCent	Schaefer2018N1000n7	
526	RH_Vis_26	Vis	7Networks_RH_Vis_26	519.0	17Networks_RH_VisCent_ExStr_15	VisCent	Schaefer2018N1000n7	
527	RH_Vis_27	Vis	7Networks_RH_Vis_27	520.0	17Networks_RH_VisCent_ExStr_16	VisCent	Schaefer2018N1000n7	
528	RH_Vis_28	Vis	7Networks_RH_Vis_28	521.0	17Networks_RH_VisCent_ExStr_17	VisCent	Schaefer2018N1000n7	
529	RH_Vis_29	Vis	7Networks_RH_Vis_29	501.0	17Networks_RH_VisCent_Striate_1	VisCent	Schaefer2018N1000n7	
530	RH_Vis_30	Vis	7Networks_RH_Vis_30	522.0	17Networks_RH_VisCent_ExStr_18	VisCent	Schaefer2018N1000n7	
531	RH_Vis_31	Vis	7Networks_RH_Vis_31	553.0	17Networks_RH_VisPeri_ExStrInf_8	VisPeri	Schaefer2018N1000n7	
532	RH_Vis_32	Vis	7Networks_RH_Vis_32	554.0	17Networks_RH_VisPeri_ExStrInf_9	VisPeri	Schaefer2018N1000n7	
533	RH_Vis_33	Vis	7Networks_RH_Vis_33	555.0	17Networks_RH_VisPeri_ExStrInf_10	VisPeri	Schaefer2018N1000n7	
534	RH_Vis_34	Vis	7Networks_RH_Vis_34	523.0	17Networks_RH_VisCent_ExStr_19	VisCent	Schaefer2018N1000n7	
535	RH_Vis_35	Vis	7Networks_RH_Vis_35	524.0	17Networks_RH_VisCent_ExStr_20	VisCent	Schaefer2018N1000n7	
536	RH_Vis_36	Vis	7Networks_RH_Vis_36	540.0	17Networks_RH_VisPeri_StriCal_1	VisPeri	Schaefer2018N1000n7	
537	RH_Vis_37	Vis	7Networks_RH_Vis_37	525.0	17Networks_RH_VisCent_ExStr_21	VisCent	Schaefer2018N1000n7	
538	RH_Vis_38	Vis	7Networks_RH_Vis_38	502.0	17Networks_RH_VisCent_Striate_2	VisCent	Schaefer2018N1000n7	
539	RH_Vis_39	Vis	7Networks_RH_Vis_39	526.0	17Networks_RH_VisCent_ExStr_22	VisCent	Schaefer2018N1000n7	
540	RH_Vis_40	Vis	7Networks_RH_Vis_40	541.0	17Networks_RH_VisPeri_StriCal_2	VisPeri	Schaefer2018N1000n7	
541	RH_Vis_41	Vis	7Networks_RH_Vis_41	556.0	17Networks_RH_VisPeri_ExStrInf_11	VisPeri	Schaefer2018N1000n7	
542	RH_Vis_42	Vis	7Networks_RH_Vis_42	971.0	17Networks_RH_DefaultC_Rsp_1	DefaultC	Schaefer2018N1000n7	
543	RH_Vis_43	Vis	7Networks_RH_Vis_43	503.0	17Networks_RH_VisCent_Striate_3	VisCent	Schaefer2018N1000n7	
544	RH_Vis_44	Vis	7Networks_RH_Vis_44	542.0	17Networks_RH_VisPeri_StriCal_3	VisPeri	Schaefer2018N1000n7	
545	RH_Vis_45	Vis	7Networks_RH_Vis_45	527.0	17Networks_RH_VisCent_ExStr_23	VisCent	Schaefer2018N1000n7	
546	RH_Vis_46	Vis	7Networks_RH_Vis_46	504.0	17Networks_RH_VisCent_Striate_4	VisCent	Schaefer2018N1000n7	
547	RH_Vis_47	Vis	7Networks_RH_Vis_47	543.0	17Networks_RH_VisPeri_StriCal_4	VisPeri	Schaefer2018N1000n7	
548	RH_Vis_48	Vis	7Networks_RH_Vis_48	557.0	17Networks_RH_VisPeri_ExStrInf_12	VisPeri	Schaefer2018N1000n7	
549	RH_Vis_49	Vis	7Networks_RH_Vis_49	667.0	17Networks_RH_DorsAttnA_ParOcc_1	DorsAttnA	Schaefer2018N1000n7	
550	RH_Vis_50	Vis	7Networks_RH_Vis_50	544.0	17Networks_RH_VisPeri_StriCal_5	VisPeri	Schaefer2018N1000n7	
551	RH_Vis_51	Vis	7Networks_RH_Vis_51	528.0	17Networks_RH_VisCent_ExStr_24	VisCent	Schaefer2018N1000n7	
552	RH_Vis_52	Vis	7Networks_RH_Vis_52	529.0	17Networks_RH_VisCent_ExStr_25	VisCent	Schaefer2018N1000n7	
553	RH_Vis_53	Vis	7Networks_RH_Vis_53	530.0	17Networks_RH_VisCent_ExStr_26	VisCent	Schaefer2018N1000n7	
554	RH_Vis_54	Vis	7Networks_RH_Vis_54	558.0	17Networks_RH_VisPeri_ExStrSup_1	VisPeri	Schaefer2018N1000n7	
555	RH_Vis_55	Vis	7Networks_RH_Vis_55	545.0	17Networks_RH_VisPeri_StriCal_6	VisPeri	Schaefer2018N1000n7	
556	RH_Vis_56	Vis	7Networks_RH_Vis_56	669.0	17Networks_RH_DorsAttnA_ParOcc_3	DorsAttnA	Schaefer2018N1000n7	
557	RH_Vis_57	Vis	7Networks_RH_Vis_57	559.0	17Networks_RH_VisPeri_ExStrSup_2	VisPeri	Schaefer2018N1000n7	
558	RH_Vis_58	Vis	7Networks_RH_Vis_58	531.0	17Networks_RH_VisCent_ExStr_27	VisCent	Schaefer2018N1000n7	
559	RH_Vis_59	Vis	7Networks_RH_Vis_59	532.0	17Networks_RH_VisCent_ExStr_28	VisCent	Schaefer2018N1000n7	
560	RH_Vis_60	Vis	7Networks_RH_Vis_60	533.0	17Networks_RH_VisCent_ExStr_29	VisCent	Schaefer2018N1000n7	
561	RH_Vis_61	Vis	7Networks_RH_Vis_61	534.0	17Networks_RH_VisCent_ExStr_30	VisCent	Schaefer2018N1000n7	
562	RH_Vis_62	Vis	7Networks_RH_Vis_62	535.0	17Networks_RH_VisCent_ExStr_31	VisCent	Schaefer2018N1000n7	
563	RH_Vis_63	Vis	7Networks_RH_Vis_63	560.0	17Networks_RH_VisPeri_ExStrSup_3	VisPeri	Schaefer2018N1000n7	
564	RH_Vis_64	Vis	7Networks_RH_Vis_64	561.0	17Networks_RH_VisPeri_ExStrSup_4	VisPeri	Schaefer2018N1000n7	
565	RH_Vis_65	Vis	7Networks_RH_Vis_65	562.0	17Networks_RH_VisPeri_ExStrSup_5	VisPeri	Schaefer2018N1000n7	
566	RH_Vis_66	Vis	7Networks_RH_Vis_66	672.0	17Networks_RH_DorsAttnA_ParOcc_6	DorsAttnA	Schaefer2018N1000n7	
567	RH_Vis_67	Vis	7Networks_RH_Vis_67	536.0	17Networks_RH_VisCent_ExStr_32	VisCent	Schaefer2018N1000n7	
568	RH_Vis_68	Vis	7Networks_RH_Vis_68	563.0	17Networks_RH_VisPeri_ExStrSup_6	VisPeri	Schaefer2018N1000n7	
569	RH_Vis_69	Vis	7Networks_RH_Vis_69	537.0	17Networks_RH_VisCent_ExStr_33	VisCent	Schaefer2018N1000n7	
570	RH_Vis_70	Vis	7Networks_RH_Vis_70	564.0	17Networks_RH_VisPeri_ExStrSup_7	VisPeri	Schaefer2018N1000n7	
571	RH_Vis_71	Vis	7Networks_RH_Vis_71	565.0	17Networks_RH_VisPeri_ExStrSup_8	VisPeri	Schaefer2018N1000n7	
572	RH_Vis_72	Vis	7Networks_RH_Vis_72	673.0	17Networks_RH_DorsAttnA_ParOcc_7	DorsAttnA	Schaefer2018N1000n7	
573	RH_Vis_73	Vis	7Networks_RH_Vis_73	566.0	17Networks_RH_VisPeri_ExStrSup_9	VisPeri	Schaefer2018N1000n7	
574	RH_Vis_74	Vis	7Networks_RH_Vis_74	896.0	17Networks_RH_ContC_pCun_1	ContC	Schaefer2018N1000n7	
575	RH_Vis_75	Vis	7Networks_RH_Vis_75	567.0	17Networks_RH_VisPeri_ExStrSup_10	VisPeri	Schaefer2018N1000n7	
576	RH_Vis_76	Vis	7Networks_RH_Vis_76	674.0	17Networks_RH_DorsAttnA_ParOcc_8	DorsAttnA	Schaefer2018N1000n7	
577	RH_Vis_77	Vis	7Networks_RH_Vis_77	538.0	17Networks_RH_VisCent_ExStr_34	VisCent	Schaefer2018N1000n7	
578	RH_Vis_78	Vis	7Networks_RH_Vis_78	568.0	17Networks_RH_VisPeri_ExStrSup_11	VisPeri	Schaefer2018N1000n7	
579	RH_Vis_79	Vis	7Networks_RH_Vis_79	539.0	17Networks_RH_VisCent_ExStr_35	VisCent	Schaefer2018N1000n7	
580	RH_Vis_80	Vis	7Networks_RH_Vis_80	677.0	17Networks_RH_DorsAttnA_SPL_2	DorsAttnA	Schaefer2018N1000n7	
581	RH_Vis_81	Vis	7Networks_RH_Vis_81	678.0	17Networks_RH_DorsAttnA_SPL_3	DorsAttnA	Schaefer2018N1000n7	
582	RH_SomMot_1	SomMot	7Networks_RH_SomMot_1	646.0	17Networks_RH_SomMotB_Aud_2	SomMotB	Schaefer2018N1000n7	
583	RH_SomMot_2	SomMot	7Networks_RH_SomMot_2	983.0	17Networks_RH_TempPar_5	TempPar	Schaefer2018N1000n7	
584	RH_SomMot_3	SomMot	7Networks_RH_SomMot_3	647.0	17Networks_RH_SomMotB_Aud_3	SomMotB	Schaefer2018N1000n7	
585	RH_SomMot_4	SomMot	7Networks_RH_SomMot_4	984.0	17Networks_RH_TempPar_6	TempPar	Schaefer2018N1000n7	
586	RH_SomMot_5	SomMot	7Networks_RH_SomMot_5	649.0	17Networks_RH_SomMotB_Aud_5	SomMotB	Schaefer2018N1000n7	
587	RH_SomMot_6	SomMot	7Networks_RH_SomMot_6	650.0	17Networks_RH_SomMotB_Aud_6	SomMotB	Schaefer2018N1000n7	
588	RH_SomMot_7	SomMot	7Networks_RH_SomMot_7	986.0	17Networks_RH_TempPar_8	TempPar	Schaefer2018N1000n7	
589	RH_SomMot_8	SomMot	7Networks_RH_SomMot_8	629.0	17Networks_RH_SomMotB_S2_1	SomMotB	Schaefer2018N1000n7	
590	RH_SomMot_9	SomMot	7Networks_RH_SomMot_9	651.0	17Networks_RH_SomMotB_Aud_7	SomMotB	Schaefer2018N1000n7	
591	RH_SomMot_10	SomMot	7Networks_RH_SomMot_10	652.0	17Networks_RH_SomMotB_Aud_8	SomMotB	Schaefer2018N1000n7	
592	RH_SomMot_11	SomMot	7Networks_RH_SomMot_11	653.0	17Networks_RH_SomMotB_Aud_9	SomMotB	Schaefer2018N1000n7	
593	RH_SomMot_12	SomMot	7Networks_RH_SomMot_12	990.0	17Networks_RH_TempPar_12	TempPar	Schaefer2018N1000n7	
594	RH_SomMot_13	SomMot	7Networks_RH_SomMot_13	991.0	17Networks_RH_TempPar_13	TempPar	Schaefer2018N1000n7	
595	RH_SomMot_14	SomMot	7Networks_RH_SomMot_14	992.0	17Networks_RH_TempPar_14	TempPar	Schaefer2018N1000n7	
596	RH_SomMot_15	SomMot	7Networks_RH_SomMot_15	630.0	17Networks_RH_SomMotB_S2_2	SomMotB	Schaefer2018N1000n7	
597	RH_SomMot_16	SomMot	7Networks_RH_SomMot_16	654.0	17Networks_RH_SomMotB_Aud_10	SomMotB	Schaefer2018N1000n7	
598	RH_SomMot_17	SomMot	7Networks_RH_SomMot_17	644.0	17Networks_RH_SomMotB_Ins_1	SomMotB	Schaefer2018N1000n7	
599	RH_SomMot_18	SomMot	7Networks_RH_SomMot_18	655.0	17Networks_RH_SomMotB_Aud_11	SomMotB	Schaefer2018N1000n7	
600	RH_SomMot_19	SomMot	7Networks_RH_SomMot_19	631.0	17Networks_RH_SomMotB_S2_3	SomMotB	Schaefer2018N1000n7	
601	RH_SomMot_20	SomMot	7Networks_RH_SomMot_20	656.0	17Networks_RH_SomMotB_Aud_12	SomMotB	Schaefer2018N1000n7	
602	RH_SomMot_21	SomMot	7Networks_RH_SomMot_21	632.0	17Networks_RH_SomMotB_S2_4	SomMotB	Schaefer2018N1000n7	
603	RH_SomMot_22	SomMot	7Networks_RH_SomMot_22	633.0	17Networks_RH_SomMotB_S2_5	SomMotB	Schaefer2018N1000n7	
604	RH_SomMot_23	SomMot	7Networks_RH_SomMot_23	997.0	17Networks_RH_TempPar_19	TempPar	Schaefer2018N1000n7	
605	RH_SomMot_24	SomMot	7Networks_RH_SomMot_24	657.0	17Networks_RH_SomMotB_Aud_13	SomMotB	Schaefer2018N1000n7	
606	RH_SomMot_25	SomMot	7Networks_RH_SomMot_25	634.0	17Networks_RH_SomMotB_S2_6	SomMotB	Schaefer2018N1000n7	
607	RH_SomMot_26	SomMot	7Networks_RH_SomMot_26	635.0	17Networks_RH_SomMotB_S2_7	SomMotB	Schaefer2018N1000n7	
608	RH_SomMot_27	SomMot	7Networks_RH_SomMot_27	658.0	17Networks_RH_SomMotB_Aud_14	SomMotB	Schaefer2018N1000n7	
609	RH_SomMot_28	SomMot	7Networks_RH_SomMot_28	636.0	17Networks_RH_SomMotB_S2_8	SomMotB	Schaefer2018N1000n7	
610	RH_SomMot_29	SomMot	7Networks_RH_SomMot_29	637.0	17Networks_RH_SomMotB_S2_9	SomMotB	Schaefer2018N1000n7	
611	RH_SomMot_30	SomMot	7Networks_RH_SomMot_30	638.0	17Networks_RH_SomMotB_S2_10	SomMotB	Schaefer2018N1000n7	
612	RH_SomMot_31	SomMot	7Networks_RH_SomMot_31	639.0	17Networks_RH_SomMotB_S2_11	SomMotB	Schaefer2018N1000n7	
613	RH_SomMot_32	SomMot	7Networks_RH_SomMot_32	640.0	17Networks_RH_SomMotB_S2_12	SomMotB	Schaefer2018N1000n7	
614	RH_SomMot_33	SomMot	7Networks_RH_SomMot_33	641.0	17Networks_RH_SomMotB_S2_13	SomMotB	Schaefer2018N1000n7	
615	RH_SomMot_34	SomMot	7Networks_RH_SomMot_34	642.0	17Networks_RH_SomMotB_S2_14	SomMotB	Schaefer2018N1000n7	
616	RH_SomMot_35	SomMot	7Networks_RH_SomMot_35	617.0	17Networks_RH_SomMotB_Cent_1	SomMotB	Schaefer2018N1000n7	
617	RH_SomMot_36	SomMot	7Networks_RH_SomMot_36	618.0	17Networks_RH_SomMotB_Cent_2	SomMotB	Schaefer2018N1000n7	
618	RH_SomMot_37	SomMot	7Networks_RH_SomMot_37	643.0	17Networks_RH_SomMotB_S2_15	SomMotB	Schaefer2018N1000n7	
619	RH_SomMot_38	SomMot	7Networks_RH_SomMot_38	619.0	17Networks_RH_SomMotB_Cent_3	SomMotB	Schaefer2018N1000n7	
620	RH_SomMot_39	SomMot	7Networks_RH_SomMot_39	694.0	17Networks_RH_DorsAttnB_PostC_1	DorsAttnB	Schaefer2018N1000n7	
621	RH_SomMot_40	SomMot	7Networks_RH_SomMot_40	620.0	17Networks_RH_SomMotB_Cent_4	SomMotB	Schaefer2018N1000n7	
622	RH_SomMot_41	SomMot	7Networks_RH_SomMot_41	621.0	17Networks_RH_SomMotB_Cent_5	SomMotB	Schaefer2018N1000n7	
623	RH_SomMot_42	SomMot	7Networks_RH_SomMot_42	622.0	17Networks_RH_SomMotB_Cent_6	SomMotB	Schaefer2018N1000n7	
624	RH_SomMot_43	SomMot	7Networks_RH_SomMot_43	623.0	17Networks_RH_SomMotB_Cent_7	SomMotB	Schaefer2018N1000n7	
625	RH_SomMot_44	SomMot	7Networks_RH_SomMot_44	697.0	17Networks_RH_DorsAttnB_PostC_4	DorsAttnB	Schaefer2018N1000n7	
626	RH_SomMot_45	SomMot	7Networks_RH_SomMot_45	764.0	17Networks_RH_SalVentAttnA_FrMed_4	SalVentAttnA	Schaefer2018N1000n7	
627	RH_SomMot_46	SomMot	7Networks_RH_SomMot_46	624.0	17Networks_RH_SomMotB_Cent_8	SomMotB	Schaefer2018N1000n7	
628	RH_SomMot_47	SomMot	7Networks_RH_SomMot_47	625.0	17Networks_RH_SomMotB_Cent_9	SomMotB	Schaefer2018N1000n7	
629	RH_SomMot_48	SomMot	7Networks_RH_SomMot_48	626.0	17Networks_RH_SomMotB_Cent_10	SomMotB	Schaefer2018N1000n7	
630	RH_SomMot_49	SomMot	7Networks_RH_SomMot_49	627.0	17Networks_RH_SomMotB_Cent_11	SomMotB	Schaefer2018N1000n7	
631	RH_SomMot_50	SomMot	7Networks_RH_SomMot_50	569.0	17Networks_RH_SomMotA_1	SomMotA	Schaefer2018N1000n7	
632	RH_SomMot_51	SomMot	7Networks_RH_SomMot_51	570.0	17Networks_RH_SomMotA_2	SomMotA	Schaefer2018N1000n7	
633	RH_SomMot_52	SomMot	7Networks_RH_SomMot_52	765.0	17Networks_RH_SalVentAttnA_FrMed_5	SalVentAttnA	Schaefer2018N1000n7	
634	RH_SomMot_53	SomMot	7Networks_RH_SomMot_53	571.0	17Networks_RH_SomMotA_3	SomMotA	Schaefer2018N1000n7	
635	RH_SomMot_54	SomMot	7Networks_RH_SomMot_54	572.0	17Networks_RH_SomMotA_4	SomMotA	Schaefer2018N1000n7	
636	RH_SomMot_55	SomMot	7Networks_RH_SomMot_55	628.0	17Networks_RH_SomMotB_Cent_12	SomMotB	Schaefer2018N1000n7	
637	RH_SomMot_56	SomMot	7Networks_RH_SomMot_56	573.0	17Networks_RH_SomMotA_5	SomMotA	Schaefer2018N1000n7	
638	RH_SomMot_57	SomMot	7Networks_RH_SomMot_57	574.0	17Networks_RH_SomMotA_6	SomMotA	Schaefer2018N1000n7	
639	RH_SomMot_58	SomMot	7Networks_RH_SomMot_58	732.0	17Networks_RH_SalVentAttnA_PrC_2	SalVentAttnA	Schaefer2018N1000n7	
640	RH_SomMot_59	SomMot	7Networks_RH_SomMot_59	575.0	17Networks_RH_SomMotA_7	SomMotA	Schaefer2018N1000n7	
641	RH_SomMot_60	SomMot	7Networks_RH_SomMot_60	756.0	17Networks_RH_SalVentAttnA_ParMed_7	SalVentAttnA	Schaefer2018N1000n7	
642	RH_SomMot_61	SomMot	7Networks_RH_SomMot_61	576.0	17Networks_RH_SomMotA_8	SomMotA	Schaefer2018N1000n7	
643	RH_SomMot_62	SomMot	7Networks_RH_SomMot_62	577.0	17Networks_RH_SomMotA_9	SomMotA	Schaefer2018N1000n7	
644	RH_SomMot_63	SomMot	7Networks_RH_SomMot_63	578.0	17Networks_RH_SomMotA_10	SomMotA	Schaefer2018N1000n7	
645	RH_SomMot_64	SomMot	7Networks_RH_SomMot_64	767.0	17Networks_RH_SalVentAttnA_FrMed_7	SalVentAttnA	Schaefer2018N1000n7	
646	RH_SomMot_65	SomMot	7Networks_RH_SomMot_65	579.0	17Networks_RH_SomMotA_11	SomMotA	Schaefer2018N1000n7	
647	RH_SomMot_66	SomMot	7Networks_RH_SomMot_66	580.0	17Networks_RH_SomMotA_12	SomMotA	Schaefer2018N1000n7	
648	RH_SomMot_67	SomMot	7Networks_RH_SomMot_67	581.0	17Networks_RH_SomMotA_13	SomMotA	Schaefer2018N1000n7	
649	RH_SomMot_68	SomMot	7Networks_RH_SomMot_68	582.0	17Networks_RH_SomMotA_14	SomMotA	Schaefer2018N1000n7	
650	RH_SomMot_69	SomMot	7Networks_RH_SomMot_69	583.0	17Networks_RH_SomMotA_15	SomMotA	Schaefer2018N1000n7	
651	RH_SomMot_70	SomMot	7Networks_RH_SomMot_70	584.0	17Networks_RH_SomMotA_16	SomMotA	Schaefer2018N1000n7	
652	RH_SomMot_71	SomMot	7Networks_RH_SomMot_71	585.0	17Networks_RH_SomMotA_17	SomMotA	Schaefer2018N1000n7	
653	RH_SomMot_72	SomMot	7Networks_RH_SomMot_72	760.0	17Networks_RH_SalVentAttnA_ParMed_11	SalVentAttnA	Schaefer2018N1000n7	
654	RH_SomMot_73	SomMot	7Networks_RH_SomMot_73	586.0	17Networks_RH_SomMotA_18	SomMotA	Schaefer2018N1000n7	
655	RH_SomMot_74	SomMot	7Networks_RH_SomMot_74	587.0	17Networks_RH_SomMotA_19	SomMotA	Schaefer2018N1000n7	
656	RH_SomMot_75	SomMot	7Networks_RH_SomMot_75	588.0	17Networks_RH_SomMotA_20	SomMotA	Schaefer2018N1000n7	
657	RH_SomMot_76	SomMot	7Networks_RH_SomMot_76	589.0	17Networks_RH_SomMotA_21	SomMotA	Schaefer2018N1000n7	
658	RH_SomMot_77	SomMot	7Networks_RH_SomMot_77	590.0	17Networks_RH_SomMotA_22	SomMotA	Schaefer2018N1000n7	
659	RH_SomMot_78	SomMot	7Networks_RH_SomMot_78	591.0	17Networks_RH_SomMotA_23	SomMotA	Schaefer2018N1000n7	
660	RH_SomMot_79	SomMot	7Networks_RH_SomMot_79	592.0	17Networks_RH_SomMotA_24	SomMotA	Schaefer2018N1000n7	
661	RH_SomMot_80	SomMot	7Networks_RH_SomMot_80	593.0	17Networks_RH_SomMotA_25	SomMotA	Schaefer2018N1000n7	
662	RH_SomMot_81	SomMot	7Networks_RH_SomMot_81	594.0	17Networks_RH_SomMotA_26	SomMotA	Schaefer2018N1000n7	
663	RH_SomMot_82	SomMot	7Networks_RH_SomMot_82	595.0	17Networks_RH_SomMotA_27	SomMotA	Schaefer2018N1000n7	
664	RH_SomMot_83	SomMot	7Networks_RH_SomMot_83	596.0	17Networks_RH_SomMotA_28	SomMotA	Schaefer2018N1000n7	
665	RH_SomMot_84	SomMot	7Networks_RH_SomMot_84	597.0	17Networks_RH_SomMotA_29	SomMotA	Schaefer2018N1000n7	
666	RH_SomMot_85	SomMot	7Networks_RH_SomMot_85	598.0	17Networks_RH_SomMotA_30	SomMotA	Schaefer2018N1000n7	
667	RH_SomMot_86	SomMot	7Networks_RH_SomMot_86	599.0	17Networks_RH_SomMotA_31	SomMotA	Schaefer2018N1000n7	
668	RH_SomMot_87	SomMot	7Networks_RH_SomMot_87	600.0	17Networks_RH_SomMotA_32	SomMotA	Schaefer2018N1000n7	
669	RH_SomMot_88	SomMot	7Networks_RH_SomMot_88	602.0	17Networks_RH_SomMotA_34	SomMotA	Schaefer2018N1000n7	
670	RH_SomMot_89	SomMot	7Networks_RH_SomMot_89	603.0	17Networks_RH_SomMotA_35	SomMotA	Schaefer2018N1000n7	
671	RH_SomMot_90	SomMot	7Networks_RH_SomMot_90	604.0	17Networks_RH_SomMotA_36	SomMotA	Schaefer2018N1000n7	
672	RH_SomMot_91	SomMot	7Networks_RH_SomMot_91	770.0	17Networks_RH_SalVentAttnA_FrMed_10	SalVentAttnA	Schaefer2018N1000n7	
673	RH_SomMot_92	SomMot	7Networks_RH_SomMot_92	605.0	17Networks_RH_SomMotA_37	SomMotA	Schaefer2018N1000n7	
674	RH_SomMot_93	SomMot	7Networks_RH_SomMot_93	606.0	17Networks_RH_SomMotA_38	SomMotA	Schaefer2018N1000n7	
675	RH_SomMot_94	SomMot	7Networks_RH_SomMot_94	607.0	17Networks_RH_SomMotA_39	SomMotA	Schaefer2018N1000n7	
676	RH_SomMot_95	SomMot	7Networks_RH_SomMot_95	608.0	17Networks_RH_SomMotA_40	SomMotA	Schaefer2018N1000n7	
677	RH_SomMot_96	SomMot	7Networks_RH_SomMot_96	609.0	17Networks_RH_SomMotA_41	SomMotA	Schaefer2018N1000n7	
678	RH_SomMot_97	SomMot	7Networks_RH_SomMot_97	610.0	17Networks_RH_SomMotA_42	SomMotA	Schaefer2018N1000n7	
679	RH_SomMot_98	SomMot	7Networks_RH_SomMot_98	611.0	17Networks_RH_SomMotA_43	SomMotA	Schaefer2018N1000n7	
680	RH_SomMot_99	SomMot	7Networks_RH_SomMot_99	612.0	17Networks_RH_SomMotA_44	SomMotA	Schaefer2018N1000n7	
681	RH_SomMot_100	SomMot	7Networks_RH_SomMot_100	613.0	17Networks_RH_SomMotA_45	SomMotA	Schaefer2018N1000n7	
682	RH_SomMot_101	SomMot	7Networks_RH_SomMot_101	614.0	17Networks_RH_SomMotA_46	SomMotA	Schaefer2018N1000n7	
683	RH_SomMot_102	SomMot	7Networks_RH_SomMot_102	615.0	17Networks_RH_SomMotA_47	SomMotA	Schaefer2018N1000n7	
684	RH_SomMot_103	SomMot	7Networks_RH_SomMot_103	616.0	17Networks_RH_SomMotA_48	SomMotA	Schaefer2018N1000n7	
685	RH_DorsAttn_Post_1	DorsAttn	7Networks_RH_DorsAttn_Post_1	659.0	17Networks_RH_DorsAttnA_TempOcc_1	DorsAttnA	Schaefer2018N1000n7	
686	RH_DorsAttn_Post_2	DorsAttn	7Networks_RH_DorsAttn_Post_2	661.0	17Networks_RH_DorsAttnA_TempOcc_3	DorsAttnA	Schaefer2018N1000n7	
687	RH_DorsAttn_Post_3	DorsAttn	7Networks_RH_DorsAttn_Post_3	662.0	17Networks_RH_DorsAttnA_TempOcc_4	DorsAttnA	Schaefer2018N1000n7	
688	RH_DorsAttn_Post_4	DorsAttn	7Networks_RH_DorsAttn_Post_4	663.0	17Networks_RH_DorsAttnA_TempOcc_5	DorsAttnA	Schaefer2018N1000n7	
689	RH_DorsAttn_Post_5	DorsAttn	7Networks_RH_DorsAttn_Post_5	829.0	17Networks_RH_ContA_Temp_1	ContA	Schaefer2018N1000n7	
690	RH_DorsAttn_Post_6	DorsAttn	7Networks_RH_DorsAttn_Post_6	665.0	17Networks_RH_DorsAttnA_TempOcc_7	DorsAttnA	Schaefer2018N1000n7	
691	RH_DorsAttn_Post_7	DorsAttn	7Networks_RH_DorsAttn_Post_7	693.0	17Networks_RH_DorsAttnB_TempOcc_1	DorsAttnB	Schaefer2018N1000n7	
692	RH_DorsAttn_Post_8	DorsAttn	7Networks_RH_DorsAttn_Post_8	666.0	17Networks_RH_DorsAttnA_TempOcc_8	DorsAttnA	Schaefer2018N1000n7	
693	RH_DorsAttn_Post_9	DorsAttn	7Networks_RH_DorsAttn_Post_9	668.0	17Networks_RH_DorsAttnA_ParOcc_2	DorsAttnA	Schaefer2018N1000n7	
694	RH_DorsAttn_Post_10	DorsAttn	7Networks_RH_DorsAttn_Post_10	998.0	17Networks_RH_TempPar_20	TempPar	Schaefer2018N1000n7	
695	RH_DorsAttn_Post_11	DorsAttn	7Networks_RH_DorsAttn_Post_11	671.0	17Networks_RH_DorsAttnA_ParOcc_5	DorsAttnA	Schaefer2018N1000n7	
696	RH_DorsAttn_Post_12	DorsAttn	7Networks_RH_DorsAttn_Post_12	970.0	17Networks_RH_DefaultC_IPL_2	DefaultC	Schaefer2018N1000n7	
